user_name,bid_no,name_of_work,category,department_name,quantity,emd,exemption_allowed,estimation_value,state,location,apply_mode,website_link,document_link,attachment_link,end_date
mahi,GEM/2025/B/6359048,"Seesaw for Playground (V2),Play Ground Merry Go Round  (V2),Outdoor Slide (V2),Garden Swings",,Ministry of Power - POWER GRID Corporation OF INDIA Limited,8.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7983144,https://bidplus.gem.gov.in/showbidDocument/7983144,30-07-2025 11:00:00
mahi,GEM/2025/B/6273782,"Material and labor for asphalt Base,All Season Synthetic Surfacing,Iron Pole 7 Ft Height 3 inch Dia",,Ministry of Defence - Department of Military Affairs,846.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7887818,https://bidplus.gem.gov.in/showbidDocument/7887818,28-07-2025 21:00:00
mahi,GEM/2025/B/6435633,"Assy Prop Shaft Complete Front,Assy Propeller shaft front from Aux GB to frt axle,Crown wheel,Tail ",,Ministry of Defence - Department of Defence,13.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8069720,https://bidplus.gem.gov.in/showbidDocument/8069720,30-07-2025 21:00:00
mahi,GEM/2025/B/6408125,Custom Bid for Services - Providing services for Operation and Maintenance of IT and C Division of ,,Ministry of Power - NA,1.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8038731,https://bidplus.gem.gov.in/showbidDocument/8038731,30-07-2025 11:00:00
mahi,GEM/2025/B/6435345,"Haldi Powder 1 Kg Catch,Mirchi Powder 1 Kg Catch,Jeera,Sabut Mirchi,Besan,Kabli Chana,Kaju,Dhaniya ",,Ministry of Defence - Department of Defence,141.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8069406,https://bidplus.gem.gov.in/showbidDocument/8069406,28-07-2025 20:00:00
mahi,GEM/2025/B/6444222,"Head Assy,Gasket,AVR,Main Bearing,CR Beraring,Fan Belt,Oil Filter,Fuel Pipe 19x19,Fuel Pipe 17x19",,Ministry of Defence - Department of Military Affairs,15.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8079367,https://bidplus.gem.gov.in/showbidDocument/8079367,28-07-2025 18:00:00
mahi,GEM/2025/B/6444098,"Sleeve Assy,Piston Assy,CR Bearing,Injector Nozzle,Fan Belt,Oil Filter,Fuel Pipe 19x19,Fuel Pipe 17",,Ministry of Defence - Department of Military Affairs,21.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8079227,https://bidplus.gem.gov.in/showbidDocument/8079227,28-07-2025 18:00:00
mahi,GEM/2025/B/6444295,"Diode Plate,Overflow pipe,Fan Belt,Mtg Pad,Big and Bearing Cell,Push Tube seal,Oil Filter,Fuel Filt",,Ministry of Defence - Department of Military Affairs,19.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8079450,https://bidplus.gem.gov.in/showbidDocument/8079450,28-07-2025 19:00:00
mahi,GEM/2025/B/6448832,"Hydraulic Pipe,Stopper Cable,Oil Cooler Hose,Hydraulic Hose,U J Kit,Water Pump,Radiator Hose,Radiat",,Ministry of Defence - Department of Military Affairs,28.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8084695,https://bidplus.gem.gov.in/showbidDocument/8084695,29-07-2025 11:00:00
mahi,GEM/2025/B/6448082,"Front Wheel Bearing,Brake Pad,Fuse 60 A,Vane Pump,Head Gasket,Bearing Connecting Rod",,Ministry of Defence - Department of Military Affairs,19.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8083727,https://bidplus.gem.gov.in/showbidDocument/8083727,29-07-2025 19:00:00
mahi,GEM/2025/B/6430524,"Cylinder Head Gasket,Glow Plug,Starter Ring,Gear Ring,V Belt,Narrow V Belt,Narrow V Belt",,Ministry of Defence - Department of Military Affairs,39.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8064050,https://bidplus.gem.gov.in/showbidDocument/8064050,29-07-2025 19:00:00
mahi,GEM/2025/B/6430482,"Self Starter,Fuse 32 AMP,Fuse Box,Hyd Pipe,Feed Pump",,Ministry of Defence - Department of Military Affairs,7.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8064004,https://bidplus.gem.gov.in/showbidDocument/8064004,29-07-2025 19:00:00
mahi,GEM/2025/B/6368137,"30 kva gen set,cemeneted base for gen set,shed for gen set,elecrtical work,transportation work,inst",,Ministry of Defence - Department of Military Affairs,6.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7993337,https://bidplus.gem.gov.in/showbidDocument/7993337,28-07-2025 20:00:00
mahi,GEM/2025/B/6408125,Custom Bid for Services - Providing services for Operation and Maintenance of IT and C Division of ,,Ministry of Power - NA,1.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8038731,https://bidplus.gem.gov.in/showbidDocument/8038731,30-07-2025 11:00:00
mahi,GEM/2025/B/6429427,"Cartridge 803 Black,Cartridge 803 Color,Fuser Assy,Drum Unit,Drum Unit Power,Ram DDR 8 GB,TFT Monit",,Ministry of Defence - Department of Military Affairs,13.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8062875,https://bidplus.gem.gov.in/showbidDocument/8062875,29-07-2025 16:00:00
mahi,GEM/2025/B/6431488,"Soldering Station,Air Blower Elect,SA Tool Bag,Hydraulic Crane 3 Ton,Cutting Blade 4,Grinding Wheel",,Ministry of Defence - Department of Military Affairs,45.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8065124,https://bidplus.gem.gov.in/showbidDocument/8065124,30-07-2025 10:00:00
mahi,GEM/2025/B/6431647,CCTV Camera,,Ministry of Education - Department of Higher Education,80.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8065293,https://bidplus.gem.gov.in/showbidDocument/8065293,30-07-2025 10:00:00
mahi,GEM/2025/B/6431560,250 KVA Transformer,,Ministry of Education - Department of Higher Education,1.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8065201,https://bidplus.gem.gov.in/showbidDocument/8065201,30-07-2025 10:00:00
mahi,GEM/2025/B/6385539,Monthly Basis Cab & Taxi Hiring Services - SUV; 2000 km x 320 hours; Local 24*7,,Ministry of Power - Hydro Power,1.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8013215,https://bidplus.gem.gov.in/showbidDocument/8013215,30-07-2025 15:00:00
mahi,GEM/2025/B/6430750,Power Generator - DG Set (up to 900 KVA),,Ministry of Home Affairs - Central Armed Police Forces,4.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8064298,https://bidplus.gem.gov.in/showbidDocument/8064298,29-07-2025 20:00:00
mahi,GEM/2025/B/6430482,"Self Starter,Fuse 32 AMP,Fuse Box,Hyd Pipe,Feed Pump",,Ministry of Defence - Department of Military Affairs,7.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8064004,https://bidplus.gem.gov.in/showbidDocument/8064004,29-07-2025 19:00:00
mahi,GEM/2025/B/6430624,"Tensioner,Gasket Kit,Fuel Filter,Rear Bush Kit,Banjo Washer",,Ministry of Defence - Department of Military Affairs,8.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8064160,https://bidplus.gem.gov.in/showbidDocument/8064160,29-07-2025 19:00:00
mahi,GEM/2025/B/6430592,"Hose Pipe,Hyd Pipe,Oil Seal,Thrust Washer,Brake Booster Kit,Rear Bush Kit,Alternator Cut Out",,Ministry of Defence - Department of Military Affairs,19.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8064125,https://bidplus.gem.gov.in/showbidDocument/8064125,29-07-2025 19:00:00
mahi,GEM/2025/B/6430559,"Armature,Field Coil,Pinion,Solenoid,Bush Carrier,Fork,Pole Screw",,Ministry of Defence - Department of Military Affairs,50.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8064087,https://bidplus.gem.gov.in/showbidDocument/8064087,29-07-2025 19:00:00
mahi,GEM/2025/B/6430473,"Duel Brake Valve,Gear Lever,Gear Adusting Rod,Air Filter,Filer Filter Assy,Air Filter Assy,Slave Cy",,Ministry of Defence - Department of Military Affairs,9.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8063994,https://bidplus.gem.gov.in/showbidDocument/8063994,29-07-2025 17:00:00
mahi,GEM/2025/B/6408125,Custom Bid for Services - Providing services for Operation and Maintenance of IT and C Division of ,,Ministry of Power - NA,1.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8038731,https://bidplus.gem.gov.in/showbidDocument/8038731,30-07-2025 11:00:00
mahi,GEM/2025/B/6429617,"Bty 12V 7AH,Teflon,Roller,DVD Writter,Laser Sensor Unit,SSD 512 GB,Processor 1512 Gen,Mother Board,",,Ministry of Defence - Department of Military Affairs,31.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8063079,https://bidplus.gem.gov.in/showbidDocument/8063079,29-07-2025 17:00:00
mahi,GEM/2025/B/6429856,"Winax Server,Mother Board,Processor,Bty 12V 7AH,Processor i7 12th",,Ministry of Defence - Department of Military Affairs,9.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8063332,https://bidplus.gem.gov.in/showbidDocument/8063332,29-07-2025 17:00:00
mahi,GEM/2025/B/6431488,"Soldering Station,Air Blower Elect,SA Tool Bag,Hydraulic Crane 3 Ton,Cutting Blade 4,Grinding Wheel",,Ministry of Defence - Department of Military Affairs,45.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8065124,https://bidplus.gem.gov.in/showbidDocument/8065124,30-07-2025 10:00:00
mahi,GEM/2025/B/6431647,CCTV Camera,,Ministry of Education - Department of Higher Education,80.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8065293,https://bidplus.gem.gov.in/showbidDocument/8065293,30-07-2025 10:00:00
mahi,GEM/2025/B/6431560,250 KVA Transformer,,Ministry of Education - Department of Higher Education,1.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8065201,https://bidplus.gem.gov.in/showbidDocument/8065201,30-07-2025 10:00:00
mahi,GEM/2025/B/6433332,"Varnish Gold,Elect Welding Rod,Fevicol,Dendrite SR 998,Nails Steel,Paint Redoxide,Paint RFU White,P",,Ministry of Defence - Department of Military Affairs,33.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8067164,https://bidplus.gem.gov.in/showbidDocument/8067164,30-07-2025 14:00:00
mahi,GEM/2025/B/6433229,RADIATOR REPAIR AND SERVICING,,Ministry of Defence - Department of Military Affairs,1.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8067051,https://bidplus.gem.gov.in/showbidDocument/8067051,30-07-2025 14:00:00
mahi,GEM/2025/B/6433155,"Precast culvert from km 15 to 17.5,Precast culvert from km 17.50 to 20.31,Trapezoidal Lined drain f",,Ministry of Defence - Department of Defence,5444.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8066969,https://bidplus.gem.gov.in/showbidDocument/8066969,30-07-2025 14:00:00
mahi,GEM/2025/B/6430750,Power Generator - DG Set (up to 900 KVA),,Ministry of Home Affairs - Central Armed Police Forces,4.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8064298,https://bidplus.gem.gov.in/showbidDocument/8064298,29-07-2025 20:00:00
mahi,GEM/2025/B/6428304,"Power Generator - DG Set (up to 900 KVA),Power Generator - DG Set (up to 900 KVA)",,Ministry of Home Affairs - Central Armed Police Forces,3.0,,,,ARUNACHAL PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8061633,https://bidplus.gem.gov.in/showbidDocument/8061633,29-07-2025 19:00:00
