user_name,bid_no,name_of_work,category,department_name,quantity,emd,exemption_allowed,estimation_value,state,location,apply_mode,website_link,document_link,attachment_link,end_date
mahi,GEM/2025/B/6432107,Supply and Installation of Double-sided wood and steel book racks,,Ministry of Education - Department of Higher Education,6,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8065805,https://bidplus.gem.gov.in/showbidDocument/8065805,01-08-2025 18:00:00
mahi,GEM/2025/B/6423436,Operation and Maintenance Of Electrical Systems/Electrical Installations - Complete System,,Ministry of Railways - Railways Public Sector Undertakings,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8056021,https://bidplus.gem.gov.in/showbidDocument/8056021,04-08-2025 12:00:00
mahi,GEM/2025/B/6307656,"2036045-FLEXIBLE JAW COUPLING AS PER RINL SPEC AND DRG,2036046-SPIDER FOR JAW COUPLING AS PER RINL ",,Ministry of Steel - Rashtriya Ispat Nigam Limited,20,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7925676,https://bidplus.gem.gov.in/showbidDocument/7925676,04-08-2025 11:00:00
mahi,GEM/2025/B/6349221,"SR6002D-C5-36B-100W-100-OHM-5 _Resistor,Testing validation and Functional testing as per JSS 55555,",,Ministry of Defence - Department of Military Affairs,231,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7972212,https://bidplus.gem.gov.in/showbidDocument/7972212,01-08-2025 16:00:00
mahi,GEM/2025/B/6287122,"Reserve Motor Telegraph,Development Cost,Testing Charges,Installation and Commissioning Charges,Pac",,Ministry of Defence - Department of Military Affairs,6,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7902623,https://bidplus.gem.gov.in/showbidDocument/7902623,01-08-2025 16:00:00
mahi,GEM/2025/B/6369763,"MOT, SQIM, 415V, 250 ML, 4P, 55KW,MOT, SQIM DOL, 415V, 4P, 37KW,MOT, SQIM DOL, 415V, 160ML, 4 POLE,",,Ministry of Steel - Rashtriya Ispat Nigam Limited,20,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7995236,https://bidplus.gem.gov.in/showbidDocument/7995236,02-08-2025 12:00:00
mahi,GEM/2025/B/6439439,Custom Bid for Services - Outsourcing of Artisans  Mason  Plumber Carpenter etc  along with helpers,,Ministry of Railways - Indian Railways,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8073992,https://bidplus.gem.gov.in/showbidDocument/8073992,02-08-2025 17:00:00
mahi,GEM/2025/B/6413189,Custom Bid for Services - Outsourcing of Artisans Mason Plumber Carpenter etc along with helpers fo,,Ministry of Railways - Indian Railways,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8044414,https://bidplus.gem.gov.in/showbidDocument/8044414,02-08-2025 17:00:00
mahi,GEM/2025/B/6287499,Custom Bid for Services - Fabrication of cradle spreader bar wire ropes and slings for lowering and,,Ministry of Defence - Department of Defence,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/7903026,https://bidplus.gem.gov.in/showbidDocument/7903026,01-08-2025 16:00:00
mahi,GEM/2025/B/6442845,POLARIMETER,,Ministry of Defence - Department of Defence Production,1,,,,ANDHRA PRADESH,,Online,https://bidplus.gem.gov.in/,https://bidplus.gem.gov.in/showbidDocument/8077839,https://bidplus.gem.gov.in/showbidDocument/8077839,01-08-2025 16:00:00
